Painting,Vertices,Vertices Per Polygon,Replication,MSE
Dali,120,4,1,2643.817662037037
Dali,120,4,1,2602.1334953703704
Dali,120,4,2,3002.7622453703707
Dali,120,4,2,2683.872060185185
Dali,120,4,2,2748.024652777777
Dali,120,4,2,2569.5034953703703
Dali,120,4,2,2716.4496064814816
Dali,120,5,1,2929.579027777778
Dali,120,5,1,2872.168287037037
Dali,120,5,1,2874.335069444445
Dali,120,5,1,2804.5638657407408
Dali,120,5,1,2998.248981481481
Dali,120,5,2,2690.9921064814816
Dali,120,5,2,2719.3731944444444
Dali,120,5,2,2842.3680092592595
Dali,120,5,2,2732.1877546296296
Dali,120,5,2,2953.1974768518517
Dali,120,6,1,2924.0448148148153
Dali,120,6,1,2779.216064814815
Dali,120,6,1,3033.5285185185185
Dali,120,6,1,2896.222268518519
Dali,120,6,2,2762.547592592593
Dali,120,6,1,2891.9869212962963
Dali,120,6,2,2820.1252314814806
Dali,120,6,2,2966.443078703704
Dali,120,6,2,2969.3541203703703
Dali,120,6,2,3023.751875
Dali,180,3,1,2403.2788194444447
Dali,180,3,1,2316.805300925926
Dali,180,3,1,2305.5881712962964
Dali,180,3,1,2317.6997685185183
Dali,180,3,1,2155.604884259259
Dali,180,3,2,2227.417708333333
Dali,180,3,2,2180.2696064814813
Dali,180,3,2,2334.4741435185183
Dali,180,3,2,2319.773240740741
Dali,180,3,2,2298.953356481481
Dali,180,4,1,2375.003842592593
Dali,180,4,1,2399.8671064814816
Dali,180,4,1,2288.5330324074075
Dali,180,4,1,2388.540115740741
Dali,180,4,1,2236.2659953703705
Dali,180,4,2,2294.080949074074
Dali,180,4,2,2184.248078703704
Dali,180,4,2,2482.960439814815
Dali,180,4,2,2447.379907407407
Dali,180,4,2,2154.2009259259257
Dali,180,5,1,2536.328101851852
Dali,180,5,1,2388.785254629629
Dali,180,5,1,2440.232453703704
Dali,180,5,1,2334.853564814815
Dali,180,5,1,2366.9141666666665
Dali,180,5,2,2372.6178935185185
Dali,180,5,2,2393.930254629629
Dali,180,5,2,2317.2075925925924
Dali,180,5,2,2395.4773842592595
Dali,180,5,2,2532.436597222222
Dali,180,6,1,2388.086898148148
Dali,180,6,1,2473.6463194444445
Dali,180,6,1,2408.916921296296
Dali,180,6,1,2401.6036574074074
Dali,180,6,1,2470.038912037037
Dali,180,6,2,2440.1116898148152
Dali,180,6,2,2356.452476851852
Dali,180,6,2,2480.2481481481477
Dali,180,6,2,2476.086087962963
Dali,180,6,2,2349.146087962963
Dali,240,3,1,2021.958287037037
Dali,240,3,1,2189.2599074074074
Dali,240,3,1,2029.6728935185183
Dali,240,3,1,2039.8722453703706
Dali,240,3,1,1963.2663194444447
Dali,240,3,2,2003.642361111111
Dali,240,3,2,2043.7250231481478
Dali,240,3,2,1999.9520833333331
Dali,240,3,2,2198.354328703704
Dali,240,3,2,2041.083333333333
Dali,240,4,1,2192.5237962962965
Dali,240,4,1,2059.6666203703703
Dali,240,4,1,2039.3665972222227
Dali,240,4,1,2089.2716203703703
Dali,240,4,1,2190.7452083333333
Dali,240,4,2,2069.3121527777776
Dali,240,4,2,2053.7150462962964
Dali,240,4,2,2100.5684722222218
Dali,240,4,2,2112.1255555555554
Dali,240,4,2,1951.184166666667
Dali,240,5,1,2384.305555555556
Dali,240,5,1,2275.657476851852
Dali,240,5,1,2327.7829629629628
Dali,240,5,1,2181.9900694444445
Dali,240,5,1,2257.927152777778
Dali,240,5,2,2233.1288425925927
Dali,240,5,2,2220.388171296296
Dali,240,5,2,2208.424351851852
Dali,240,5,2,2169.6075694444444
Dali,240,5,2,2244.2639351851853
Dali,240,6,1,2323.268287037037
Dali,240,6,1,2317.9621990740743
Dali,240,6,1,2379.226828703704
Dali,240,6,1,2250.519699074074
Dali,240,6,1,2257.0147453703703
Dali,240,6,2,2486.8547916666666
Dali,240,6,2,2229.60863425926
Dali,240,6,2,2338.946273148148
Dali,240,6,2,2136.237199074074
Dali,240,6,2,2251.2339814814814
Dali,300,3,1,1856.5884722222227
Dali,300,3,1,1900.3288888888887
Dali,300,3,1,1840.7528240740744
Dali,300,3,1,1860.128425925926
Dali,300,3,1,1988.8835416666666
Dali,300,3,2,1828.4067592592594
Dali,300,3,2,1888.96
Dali,300,3,2,1896.8428935185184
Dali,300,3,2,1851.5659953703705
Dali,300,3,2,1931.8944212962963
Dali,300,4,1,1918.977430555556
Dali,300,4,1,1902.678078703704
Dali,300,4,1,1938.0825694444445
Dali,300,4,1,2003.051736111111
Dali,300,4,1,1980.569837962963
Dali,300,4,2,1861.7224305555553
Dali,300,4,2,2021.3340740740741
Dali,300,4,2,1875.1158796296295
Dali,300,4,2,1946.6418055555555
Dali,300,4,2,2094.820625
Dali,300,5,1,1993.060648148148
Dali,300,5,1,1925.739398148148
Dali,300,5,1,2006.3396990740741
Dali,300,5,1,2061.980486111111
Dali,300,5,1,2026.2922916666666
Dali,300,5,2,1922.0662962962963
Dali,300,5,2,2029.4491435185184
Dali,300,5,2,1974.0269444444448
Dali,300,5,2,2023.6065972222225
Dali,300,5,2,2124.5900462962964
Dali,300,6,1,1994.3607638888889
Dali,300,6,1,2168.736875
Dali,300,6,1,2139.839861111111
Dali,300,6,1,2147.507337962963
Dali,300,6,1,2022.8849074074076
Dali,300,6,2,2077.707546296296
Dali,300,6,2,1969.6091435185183
Dali,300,6,2,2094.809074074074
Dali,300,6,2,2094.7672453703703
Dali,300,6,2,2012.2574074074075
Dali,600,3,1,1512.6759027777778
Dali,600,3,1,1552.5071990740744
Dali,600,3,1,1532.8142824074075
Dali,600,3,1,1596.4839814814816
Dali,600,3,1,1549.82375
Dali,600,3,2,1491.2597453703704
Dali,600,3,2,1533.1076851851853
Dali,600,3,2,1508.4017592592593
Dali,600,3,2,1465.6830555555555
Dali,600,3,2,1388.5233101851852
Dali,600,4,1,1563.5703703703705
Dali,600,4,1,1651.6070138888888
Dali,600,4,1,1607.437199074074
Dali,600,4,1,1722.678333333333
Dali,600,4,1,1540.772037037037
Dali,600,4,2,1594.5032175925924
Dali,600,4,2,1559.463541666667
Dali,600,4,2,1565.7510648148148
Dali,600,4,2,1617.6710648148148
Dali,600,4,2,1620.2346064814817
Dali,600,5,1,1656.9801388888889
Dali,600,5,1,1725.900462962963
Dali,600,5,1,1613.892662037037
Dali,600,5,1,1591.631412037037
Dali,600,5,1,1764.7198842592593
Dali,600,5,2,1713.8834027777773
Dali,600,5,2,1685.4851388888887
Dali,600,5,2,1661.619791666667
Dali,600,5,2,1564.5189351851852
Dali,600,5,2,1587.7547453703705
Dali,600,6,1,1752.8667824074073
Dali,600,6,1,1823.5614814814812
Dali,600,6,1,1826.1246064814816
Dali,600,6,1,1747.3909027777775
Dali,600,6,1,1795.299050925926
Dali,600,6,2,1736.7712268518521
Dali,600,6,2,1741.2808564814816
Dali,600,6,2,1731.1720138888888
Dali,600,6,2,1753.610324074074
Dali,600,6,2,1608.484837962963
Dali,900,3,1,1277.479050925926
Dali,900,3,1,1356.8832407407408
Dali,900,3,1,1377.781412037037
Dali,900,3,1,1435.3053009259256
Dali,900,3,1,1301.93625
Dali,900,3,2,1388.9805555555554
Dali,900,3,2,1350.1282638888888
Dali,900,3,2,1292.2284722222225
Dali,900,3,2,1303.7188888888886
Dali,900,3,2,1369.314490740741
Dali,900,4,1,1421.9881944444446
Dali,900,4,1,1542.5945138888887
Dali,900,4,1,1518.964837962963
Dali,900,4,1,1488.8291435185183
Dali,900,4,1,1535.6137962962964
Dali,900,4,2,1388.057199074074
Dali,900,4,2,1301.7288657407407
Dali,900,4,2,1417.1462962962964
Dali,900,4,2,1457.6588194444446
Dali,900,4,2,1474.1123148148151
Dali,900,5,1,1514.6911805555553
Dali,900,5,1,1594.4414583333332
Dali,900,5,1,1631.6125
Dali,900,5,1,1590.1822453703705
Dali,900,5,1,1532.7723611111112
Dali,900,5,2,1465.0215509259258
Dali,900,5,2,1537.218449074074
Dali,900,5,2,1557.9633333333334
Dali,900,5,2,1548.3651851851853
Dali,900,5,2,1513.3650925925924
Dali,900,6,1,1598.9124537037037
Dali,900,6,1,1618.5199074074071
Dali,900,6,1,1627.1617361111112
Dali,900,6,1,1605.6361342592593
Dali,900,6,1,1500.1391898148152
Dali,900,6,2,1661.116273148148
Dali,900,6,2,1584.1899074074076
Dali,900,6,2,1587.4714351851849
Dali,900,6,2,1545.362824074074
Dali,900,6,2,1541.6663888888888
Dali,1200,3,1,1244.3377546296294
Dali,1200,3,1,1288.7121296296295
Dali,1200,3,1,1282.090509259259
Dali,1200,3,1,1242.9394444444445
Dali,1200,3,1,1200.9732175925924
Dali,1200,3,2,1237.547337962963
Dali,1200,3,2,1337.0731712962966
Dali,1200,3,2,1199.7928703703706
Dali,1200,3,2,1303.4725231481482
Dali,1200,3,2,1296.0907638888891
Dali,1200,4,1,1331.4460648148151
Dali,1200,4,1,1383.9396296296295
Dali,1200,4,1,1348.21875
Dali,1200,4,1,1352.3900694444444
Dali,1200,4,1,1380.3123148148147
Dali,1200,4,2,1331.6405092592593
Dali,1200,4,2,1367.3620833333334
Dali,1200,4,2,1295.279375
Dali,1200,4,2,1393.6333333333334
Dali,1200,4,2,1415.3109259259259
Dali,1200,5,1,1417.8538888888888
Dali,1200,5,1,1385.1666203703705
Dali,1200,5,1,1474.1907638888888
Dali,1200,5,1,1441.3186805555554
Dali,1200,5,1,1484.9697916666669
Dali,1200,5,2,1446.3393055555555
Dali,1200,5,2,1421.097662037037
Dali,1200,5,2,1494.5601620370373
Dali,1200,5,2,1430.5262037037037
Dali,1200,5,2,1508.7637731481482
Dali,1200,6,1,1378.282986111111
Dali,1200,6,1,1469.138912037037
Dali,1200,6,1,1545.8188888888888
Dali,1200,6,1,1559.5858796296295
Dali,1200,6,1,1525.14875
Dali,1200,6,2,1535.5115509259258
Dali,1200,6,2,1622.9339814814816
Dali,1200,6,2,1599.1175231481482
Dali,1200,6,2,1711.6407407407407
Dali,1200,6,2,1451.790208333333
Kiss,60,3,1,4537.850671296295
Kiss,60,3,1,4431.860416666666
Kiss,60,3,1,4566.914837962963
Kiss,60,3,1,4812.099166666667
Kiss,60,3,1,4342.964189814815
Kiss,60,3,2,4637.535347222222
Kiss,60,3,2,4488.995324074074
Kiss,60,3,2,4642.423078703704
Kiss,60,3,2,4562.574328703704
Kiss,60,3,2,4420.9383333333335
Kiss,60,4,1,4585.619629629629
Kiss,60,4,1,4711.701967592592
Kiss,60,4,1,4710.211782407408
Kiss,60,4,1,4502.564699074074
Kiss,60,4,1,4672.751712962963
Kiss,60,4,2,4747.7789814814805
Kiss,60,4,2,4470.704074074074
Kiss,60,4,2,4485.6684490740745
Kiss,60,4,2,4673.675671296296
Kiss,60,4,2,4502.916574074074
Kiss,60,5,1,4555.693912037037
Kiss,60,5,1,4644.549861111111
Kiss,60,5,1,4704.0121990740745
Kiss,60,5,1,4964.858125
Kiss,60,5,1,4727.771041666667
Kiss,60,5,2,4669.724375
Kiss,60,5,2,4708.178032407407
Kiss,60,5,2,4529.914513888889
Kiss,60,5,2,4729.640578703704
Kiss,60,5,2,4593.914745370371
Kiss,60,6,1,4541.432361111111
Kiss,60,6,1,4466.743472222222
Kiss,60,6,1,4733.0595601851865
Kiss,60,6,1,4774.990625
Kiss,60,6,1,4638.583888888889
Kiss,60,6,2,4660.981111111111
Kiss,60,6,2,4729.9863657407395
Kiss,60,6,2,4711.312615740741
Kiss,60,6,2,4519.41087962963
Kiss,60,6,2,4828.002569444445
Kiss,120,3,1,4050.4748379629627
Kiss,120,3,1,4052.124282407408
Kiss,120,3,1,3974.274375
Kiss,120,3,1,3965.9064120370367
Kiss,120,3,1,4026.7794444444453
Kiss,120,3,2,4046.0822222222223
Kiss,120,3,2,4009.629166666666
Kiss,120,3,2,4044.0619675925927
Kiss,120,3,2,4016.597106481481
Kiss,120,3,2,3989.0562037037043
Kiss,120,4,1,4077.725555555556
Kiss,120,4,1,4113.864236111112
Kiss,120,4,1,4070.3525925925924
Kiss,120,4,1,4166.891898148148
Kiss,120,4,1,4150.25039351852
Kiss,120,4,2,4090.1027777777776
Kiss,120,4,2,4062.170300925926
Kiss,120,4,2,4136.574722222223
Kiss,120,4,2,4016.0071296296296
Kiss,120,4,2,4135.022569444444
Kiss,120,5,1,4200.045902777778
Kiss,120,5,1,4137.0751620370365
Kiss,120,5,1,4218.03476851852
Kiss,120,5,1,4189.371921296296
Kiss,120,5,1,4099.912199074074
Kiss,120,5,2,4110.453379629629
Kiss,120,5,2,4042.8109722222225
Kiss,120,5,2,4080.146064814815
Kiss,120,5,2,4113.671111111111
Kiss,120,5,2,3977.4728472222223
Kiss,120,6,1,4158.103842592593
Kiss,120,6,1,4133.4961342592605
Kiss,120,6,1,4161.725324074074
Kiss,120,6,1,4178.882986111111
Kiss,120,6,1,4199.611712962963
Kiss,120,6,2,4125.534652777777
Kiss,120,6,2,4049.2957638888893
Kiss,120,6,2,4068.817268518519
Kiss,120,6,2,4107.2712037037045
Kiss,120,6,2,4223.566990740741
Kiss,180,3,1,3761.306296296296
Kiss,180,3,1,3775.439236111111
Kiss,180,3,1,3794.1863194444454
Kiss,180,3,1,3625.880555555556
Kiss,180,3,1,3862.4428935185188
Kiss,180,3,2,3817.557430555556
Kiss,180,3,2,3769.2557407407407
Kiss,180,3,2,3739.181990740741
Kiss,180,3,2,3849.202430555556
Kiss,180,3,2,3808.920138888889
Kiss,180,4,1,3824.2373379629635
Kiss,180,4,1,3847.4445370370368
Kiss,180,4,1,3859.249328703704
Kiss,180,4,1,3854.7316203703695
Kiss,180,4,1,3806.5647222222224
Kiss,180,4,2,3856.8206481481484
Kiss,180,4,2,3815.6914120370366
Kiss,180,4,2,3813.952083333333
Kiss,180,4,2,3859.490532407408
Kiss,180,4,2,3885.668240740741
Kiss,180,5,1,3852.079097222222
Kiss,180,5,1,3798.065185185185
Kiss,180,5,1,3826.4162268518517
Kiss,180,5,1,3776.633865740741
Kiss,180,5,1,3808.057453703704
Kiss,180,5,2,3826.9420370370367
Kiss,180,5,2,3945.3892824074073
Kiss,180,5,2,3941.075324074074
Kiss,180,5,2,3860.102453703704
Kiss,180,5,2,3849.942708333334
Kiss,180,6,1,4022.181875
Kiss,180,6,1,3879.689467592593
Kiss,180,6,1,3938.8092361111107
Kiss,180,6,1,3982.5629629629634
Kiss,180,6,1,4036.8671296296293
Kiss,180,6,2,3942.7547222222224
Kiss,180,6,2,3902.2774768518516
Kiss,180,6,2,3815.4433796296294
Kiss,180,6,2,3901.983564814815
Kiss,180,6,2,4040.716875
Kiss,240,3,1,3551.7062962962964
Kiss,240,3,1,3539.956412037037
Kiss,240,3,1,3570.954212962963
Kiss,240,3,1,3655.407430555556
Kiss,240,3,1,3683.784907407408
Kiss,240,3,2,3618.621064814815
Kiss,240,3,2,3707.0102546296293
Kiss,240,3,2,3552.486087962963
Kiss,240,3,2,3587.58863425926
Kiss,240,3,2,3561.7799768518516
Kiss,240,4,1,3632.385694444445
Kiss,240,4,1,3670.352106481481
Kiss,240,4,1,3626.020092592592
Kiss,240,4,1,3743.378449074074
Kiss,240,4,1,3635.922939814815
Kiss,240,4,2,3675.668981481481
Kiss,240,4,2,3680.5090972222224
Kiss,240,4,2,3620.7713888888893
Kiss,240,4,2,3648.418796296297
Kiss,240,4,2,3621.1597453703694
Kiss,240,5,1,3912.179907407408
Kiss,240,5,1,3639.452407407408
Kiss,240,5,1,3645.273402777778
Kiss,240,5,1,3701.310509259259
Kiss,240,5,1,3680.932453703704
Kiss,240,5,2,3655.613541666666
Kiss,240,5,2,3609.593634259259
Kiss,240,5,2,3697.2277777777776
Kiss,240,5,2,3743.3754629629634
Kiss,240,5,2,3683.4145370370366
Kiss,240,6,1,3763.539560185185
Kiss,240,6,1,3686.820925925926
Kiss,240,6,1,3744.796898148148
Kiss,240,6,1,3671.219490740741
Kiss,240,6,1,3623.790740740741
Kiss,240,6,2,3675.0566203703706
Kiss,240,6,2,3713.514953703704
Kiss,240,6,2,3615.169861111111
Kiss,240,6,2,3777.336458333333
Kiss,240,6,2,3648.425439814815
Kiss,300,3,1,3436.9296296296293
Kiss,300,3,1,3374.2886111111106
Kiss,300,3,1,3506.825648148148
Kiss,300,3,1,3516.5428472222225
Kiss,300,3,1,3600.412430555556
Kiss,300,3,2,3451.515925925926
Kiss,300,3,2,3532.478263888889
Kiss,300,3,2,3521.2023148148146
Kiss,300,3,2,3451.210856481481
Kiss,300,3,2,3574.827222222222
Kiss,300,4,1,3440.919861111111
Kiss,300,4,1,3626.717615740741
Kiss,300,4,1,3619.2164351851848
Kiss,300,4,1,3488.764652777778
Kiss,300,4,1,3470.0881944444445
Kiss,300,4,2,3606.235324074074
Kiss,300,4,2,3483.1217361111107
Kiss,300,4,2,3580.9409953703703
Kiss,300,4,2,3540.7357870370365
Kiss,300,4,2,3488.178078703704
Kiss,300,5,1,3554.5054861111107
Kiss,300,5,1,3553.871458333333
Kiss,300,5,1,3502.130439814815
Kiss,300,5,1,3544.0093055555553
Kiss,300,5,1,3602.8577546296297
Kiss,300,5,2,3511.9012962962956
Kiss,300,5,2,3697.079097222222
Kiss,300,5,2,3492.7547916666667
Kiss,300,5,2,3616.0049074074072
Kiss,300,5,2,3622.099305555556
Kiss,300,6,1,3632.517083333333
Kiss,300,6,1,3741.8927083333333
Kiss,300,6,1,3630.882175925926
Kiss,300,6,1,3594.2520601851847
Kiss,300,6,1,3622.4175462962958
Kiss,300,6,2,3636.5907870370365
Kiss,300,6,2,3638.9162268518517
Kiss,300,6,2,3668.756018518519
Kiss,300,6,2,3688.939884259259
Kiss,300,6,2,3613.8725462962957
Kiss,600,3,1,3238.599027777778
Kiss,600,3,1,3190.057754629629
Kiss,600,3,1,3220.604976851852
Kiss,600,3,1,3194.7883564814806
Kiss,600,3,1,3225.234884259259
Kiss,600,3,2,3125.025578703704
Kiss,600,3,2,3302.5793518518517
Kiss,600,3,2,3226.479490740741
Kiss,600,3,2,3197.6051157407405
Kiss,600,3,2,3203.517337962963
Kiss,600,4,1,3244.024861111111
Kiss,600,4,1,3289.308009259259
Kiss,600,4,1,3294.3249305555555
Kiss,600,4,1,3377.884837962963
Kiss,600,4,1,3359.8362268518517
Kiss,600,4,2,3219.024004629629
Kiss,600,4,2,3342.258865740741
Kiss,600,4,2,3339.901018518519
Kiss,600,4,2,3209.2770370370367
Kiss,600,4,2,3287.703333333333
Kiss,600,5,1,3294.838287037037
Kiss,600,5,1,3331.5845370370366
Kiss,600,5,1,3318.9570138888894
Kiss,600,5,1,3374.635578703704
Kiss,600,5,1,3343.367685185185
Kiss,600,5,2,3198.422847222222
Kiss,600,5,2,3370.0894212962958
Kiss,600,5,2,3269.399629629629
Kiss,600,5,2,3256.187384259259
Kiss,600,5,2,3313.439305555556
Kiss,600,6,1,3316.709143518519
Kiss,600,6,1,3439.5865277777775
Kiss,600,6,1,3402.837824074074
Kiss,600,6,1,3413.2117129629632
Kiss,600,6,1,3339.630787037037
Kiss,600,6,2,3337.6870370370366
Kiss,600,6,2,3295.064351851852
Kiss,600,6,2,3361.1904861111107
Kiss,600,6,2,3375.3640277777777
Kiss,600,6,2,3481.179652777778
Kiss,900,3,1,3028.2824768518517
Kiss,900,3,1,3093.306226851852
Kiss,900,3,1,2993.0394212962965
Kiss,900,3,1,3070.870694444445
Kiss,900,3,1,3065.205717592593
Kiss,900,3,2,3035.4850462962963
Kiss,900,3,2,3003.713726851852
Kiss,900,3,2,3166.8216666666667
Kiss,900,3,2,3063.512824074074
Kiss,900,3,2,3085.8282870370367
Kiss,900,4,1,3117.8781018518516
Kiss,900,4,1,3135.3447453703698
Kiss,900,4,1,3111.8928009259253
Kiss,900,4,1,3191.297708333333
Kiss,900,4,1,3192.4225694444444
Kiss,900,4,2,3263.146828703704
Kiss,900,4,2,3182.5004166666668
Kiss,900,4,2,3169.621435185185
Kiss,900,4,2,3244.0079861111108
Kiss,900,4,2,3177.808935185185
Kiss,900,5,1,3241.8976157407405
Kiss,900,5,1,3265.7690046296293
Kiss,900,5,1,3312.0378009259257
Kiss,900,5,1,3335.514768518519
Kiss,900,5,1,3237.385208333333
Kiss,900,5,2,3221.2337962962956
Kiss,900,5,2,3322.6952546296293
Kiss,900,5,2,3240.467175925926
Kiss,900,5,2,3230.9092361111107
Kiss,900,5,2,3311.014930555556
Kiss,900,6,1,3280.6696759259253
Kiss,900,6,1,3280.308634259259
Kiss,900,6,1,3275.9518518518516
Kiss,900,6,1,3236.362800925926
Kiss,900,6,1,3189.2775
Kiss,900,6,2,3292.039490740741
Kiss,900,6,2,3232.291712962963
Kiss,900,6,2,3191.042523148148
Kiss,900,6,2,3241.539074074074
Kiss,900,6,2,3223.181365740741
Kiss,1200,3,1,3065.463773148148
Kiss,1200,3,1,3076.547083333333
Kiss,1200,3,1,3032.196898148148
Kiss,1200,3,1,3030.6433564814806
Kiss,1200,3,1,3118.978958333333
Kiss,1200,3,2,3020.596342592593
Kiss,1200,3,2,3089.495555555556
Kiss,1200,3,2,2970.4465277777776
Kiss,1200,3,2,3029.8607175925927
Kiss,1200,3,2,3060.1554398148146
Kiss,1200,4,1,3113.5818055555555
Kiss,1200,4,1,3071.473865740741
Kiss,1200,4,1,3110.499884259259
Kiss,1200,4,1,3167.481481481481
Kiss,1200,4,1,3119.3092361111107
Kiss,1200,4,2,3033.235462962963
Kiss,1200,4,2,3113.322083333333
Kiss,1200,4,2,3134.6989814814806
Kiss,1200,4,2,3091.870486111111
Kiss,1200,4,2,3103.7384027777775
Kiss,1200,5,1,3201.7708796296297
Kiss,1200,5,1,3163.613125
Kiss,1200,5,1,3094.8390277777776
Kiss,1200,5,1,3072.625972222222
Kiss,1200,5,1,3168.4693981481482
Kiss,1200,5,2,3177.9649537037035
Kiss,1200,5,2,3003.436944444445
Kiss,1200,5,2,3142.173310185185
Kiss,1200,5,2,3089.417476851852
Kiss,1200,5,2,3175.8116898148146
Kiss,1200,6,1,3160.058425925926
Kiss,1200,6,1,3154.73875
Kiss,1200,6,1,3244.3362268518517
Kiss,1200,6,1,3153.2956018518516
Kiss,1200,6,1,3170.0367361111107
Kiss,1200,6,2,3109.8651157407407
Kiss,1200,6,2,3293.784606481481
Kiss,1200,6,2,3215.600092592593
Kiss,1200,6,2,3137.263032407407
Kiss,1200,6,2,3129.50625
Mona Lisa,60,3,1,1338.6763194444445
Mona Lisa,60,3,1,1352.3976851851849
Mona Lisa,60,3,1,1401.0019444444447
Mona Lisa,60,3,1,1392.5132870370373
Mona Lisa,60,3,1,1529.8469444444445
Mona Lisa,60,3,2,1521.8413888888888
Mona Lisa,60,3,2,1403.8038888888889
Mona Lisa,60,3,2,1462.6441435185184
Mona Lisa,60,3,2,1499.5673148148148
Mona Lisa,60,3,2,1368.6733101851848
Mona Lisa,60,4,1,1425.8297685185184
Mona Lisa,60,4,1,1441.8621990740744
Mona Lisa,60,4,1,1381.1369212962964
Mona Lisa,60,4,1,1346.3401851851852
Mona Lisa,60,4,2,1405.0904861111112
Mona Lisa,60,4,1,1482.8435416666666
Mona Lisa,60,4,2,1423.3664814814817
Mona Lisa,60,4,2,1367.4443287037034
Mona Lisa,60,4,2,1542.9819444444445
Mona Lisa,60,5,1,1584.7726851851849
Mona Lisa,60,4,2,1447.8566898148151
Mona Lisa,60,5,1,1414.9019444444446
Mona Lisa,60,5,1,1510.230162037037
Mona Lisa,60,5,1,1427.945416666667
Mona Lisa,60,5,2,1751.5131481481478
Mona Lisa,60,5,1,1527.7080787037037
Mona Lisa,60,5,2,1355.501875
Mona Lisa,60,5,2,1557.9649305555554
Mona Lisa,60,5,2,1499.1920138888888
Mona Lisa,60,6,1,1574.8470370370374
Mona Lisa,60,5,2,1379.9014351851852
Mona Lisa,60,6,1,1557.8706712962965
Mona Lisa,60,6,1,1580.4789814814817
Mona Lisa,60,6,2,1617.8436574074076
Mona Lisa,60,6,1,1636.6793981481478
Mona Lisa,60,6,1,1556.3132638888887
Mona Lisa,60,6,2,1582.850208333333
Mona Lisa,60,6,2,1661.0612037037035
Mona Lisa,60,6,2,1669.1153009259258
Mona Lisa,60,6,2,1574.5299305555554
Mona Lisa,120,3,1,1018.8839351851852
Mona Lisa,120,3,1,1010.9909722222222
Mona Lisa,120,3,1,974.8282638888887
Mona Lisa,120,3,1,1052.3485648148148
Mona Lisa,120,3,1,1029.944837962963
Mona Lisa,120,3,2,974.2650462962964
Mona Lisa,120,3,2,1092.8482175925926
Mona Lisa,120,3,2,944.7250462962963
Mona Lisa,120,3,2,1043.1571064814814
Mona Lisa,120,3,2,995.9869212962964
Mona Lisa,120,4,1,996.1199305555556
Mona Lisa,120,4,1,971.0393055555555
Mona Lisa,120,4,1,1073.8967592592592
Mona Lisa,120,4,1,1003.7502314814816
Mona Lisa,120,4,1,1067.0960648148148
Mona Lisa,120,4,2,1066.6517824074074
Mona Lisa,120,4,2,1095.2819675925923
Mona Lisa,120,4,2,988.6199074074074
Mona Lisa,120,4,2,994.8433101851853
Mona Lisa,120,4,2,1057.2108564814814
Mona Lisa,120,5,1,1033.8484027777777
Mona Lisa,120,5,1,1084.748287037037
Mona Lisa,120,5,1,1097.7725925925927
Mona Lisa,120,5,1,1031.7176388888888
Mona Lisa,120,5,1,1033.9234722222222
Mona Lisa,120,5,2,1008.7401388888887
Mona Lisa,120,5,2,1070.1622685185184
Mona Lisa,120,5,2,1022.503287037037
Mona Lisa,120,5,2,1111.6008333333334
Mona Lisa,120,5,2,985.8552777777777
Mona Lisa,120,6,1,1140.4361805555557
Mona Lisa,120,6,1,1166.7427546296294
Mona Lisa,120,6,1,1159.1812268518518
Mona Lisa,120,6,1,1040.599675925926
Mona Lisa,120,6,1,1032.7362731481483
Mona Lisa,120,6,2,1133.9540277777778
Mona Lisa,120,6,2,1076.5509027777778
Mona Lisa,120,6,2,1027.0879166666666
Mona Lisa,120,6,2,1101.6171527777776
Mona Lisa,120,6,2,1073.0047916666667
Mona Lisa,180,3,1,835.7916666666665
Mona Lisa,180,3,1,840.817662037037
Mona Lisa,180,3,1,851.4741435185185
Mona Lisa,180,3,1,813.5134259259261
Mona Lisa,180,3,1,822.1799074074074
Mona Lisa,180,3,2,884.8310879629629
Mona Lisa,180,3,2,861.9316898148147
Mona Lisa,180,3,2,848.8516203703704
Mona Lisa,180,3,2,865.7083796296297
Mona Lisa,180,3,2,813.1405324074074
Mona Lisa,180,4,1,856.9096990740741
Mona Lisa,180,4,1,925.4821064814817
Mona Lisa,180,4,1,888.0462268518518
Mona Lisa,180,4,1,922.4263657407408
Mona Lisa,180,4,1,890.2064814814813
Mona Lisa,180,4,2,897.8280092592591
Mona Lisa,180,4,2,813.5338888888889
Mona Lisa,180,4,2,898.0998148148149
Mona Lisa,180,4,2,874.2753703703703
Mona Lisa,180,4,2,905.0437268518518
Mona Lisa,180,5,1,906.656712962963
Mona Lisa,180,5,1,874.0903703703704
Mona Lisa,180,5,1,930.2180324074077
Mona Lisa,180,5,1,845.7053472222223
Mona Lisa,180,5,1,870.3277777777777
Mona Lisa,180,5,2,921.932476851852
Mona Lisa,180,5,2,894.7189351851853
Mona Lisa,180,5,2,854.1206944444444
Mona Lisa,180,5,2,840.0429861111112
Mona Lisa,180,5,2,976.2171527777778
Mona Lisa,180,6,1,911.9351388888887
Mona Lisa,180,6,1,1051.3773148148148
Mona Lisa,180,6,1,944.6876620370372
Mona Lisa,180,6,1,943.7060416666667
Mona Lisa,180,6,1,973.3619675925926
Mona Lisa,180,6,2,868.2982407407408
Mona Lisa,180,6,2,887.2686805555555
Mona Lisa,180,6,2,878.5963425925926
Mona Lisa,180,6,2,960.9384722222223
Mona Lisa,180,6,2,980.0201851851853
Mona Lisa,240,3,1,804.2889351851852
Mona Lisa,240,3,1,763.0658101851852
