Painting,Vertices,Vertices Per Polygon,Replication,MSE
Vrouw Met De Hermelijn,240,6,2,1292.428449074074
Vrouw Met De Hermelijn,240,6,2,1228.081550925926
Vrouw Met De Hermelijn,240,6,2,1276.8690046296294
Vrouw Met De Hermelijn,240,6,2,1197.363587962963
Vrouw Met De Hermelijn,300,3,1,933.3658564814816
Vrouw Met De Hermelijn,300,3,1,1023.3778009259261
Vrouw Met De Hermelijn,300,3,1,968.8489814814816
Vrouw Met De Hermelijn,300,3,1,1001.5258101851853
Vrouw Met De Hermelijn,300,3,1,1034.3889814814816
Vrouw Met De Hermelijn,300,3,2,999.3173611111113
Vrouw Met De Hermelijn,300,3,2,1048.0107175925923
Vrouw Met De Hermelijn,300,3,2,991.4821759259261
Vrouw Met De Hermelijn,300,3,2,1046.358402777778
Vrouw Met De Hermelijn,300,3,2,1078.2488194444445
Vrouw Met De Hermelijn,300,4,1,1023.6769907407408
Vrouw Met De Hermelijn,300,4,1,1018.880648148148
Vrouw Met De Hermelijn,300,4,1,970.5778472222223
Vrouw Met De Hermelijn,300,4,1,1120.2122222222222
Vrouw Met De Hermelijn,300,4,1,1080.8224537037038
Vrouw Met De Hermelijn,300,4,2,1083.7367129629629
Vrouw Met De Hermelijn,300,4,2,982.4635185185184
Vrouw Met De Hermelijn,300,4,2,1091.2516203703703
Vrouw Met De Hermelijn,300,4,2,1074.6648611111113
Vrouw Met De Hermelijn,300,4,2,1074.5265972222223
Vrouw Met De Hermelijn,300,5,1,1194.6790046296296
Vrouw Met De Hermelijn,300,5,1,1131.69875
Vrouw Met De Hermelijn,300,5,1,1134.826388888889
Vrouw Met De Hermelijn,300,5,1,1104.6792592592592
Vrouw Met De Hermelijn,300,5,1,1138.5266898148147
Vrouw Met De Hermelijn,300,5,2,1064.3566435185185
Vrouw Met De Hermelijn,300,5,2,1101.1485648148148
Vrouw Met De Hermelijn,300,5,2,1248.8066898148147
Vrouw Met De Hermelijn,300,5,2,1100.0614120370371
Vrouw Met De Hermelijn,300,5,2,1026.2974537037037
Vrouw Met De Hermelijn,300,6,1,1183.5499305555556
Vrouw Met De Hermelijn,300,6,1,1195.0924074074073
Vrouw Met De Hermelijn,300,6,1,1176.3322916666666
Vrouw Met De Hermelijn,300,6,1,1158.7378703703705
Vrouw Met De Hermelijn,300,6,1,1061.1828703703704
Vrouw Met De Hermelijn,300,6,2,1167.589861111111
Vrouw Met De Hermelijn,300,6,2,1128.497523148148
Vrouw Met De Hermelijn,300,6,2,1089.4343287037036
Vrouw Met De Hermelijn,300,6,2,1154.0874074074075
Vrouw Met De Hermelijn,300,6,2,1174.283287037037
Vrouw Met De Hermelijn,600,3,1,755.0362962962962
Vrouw Met De Hermelijn,600,3,1,829.2108101851852
Vrouw Met De Hermelijn,600,3,1,738.8893055555556
Vrouw Met De Hermelijn,600,3,1,748.9656018518518
Vrouw Met De Hermelijn,600,3,1,800.7272685185185
Vrouw Met De Hermelijn,600,3,2,719.6000231481482
Vrouw Met De Hermelijn,600,3,2,753.2890972222223
Vrouw Met De Hermelijn,600,3,2,824.3336574074074
Vrouw Met De Hermelijn,600,3,2,767.8068981481482
Vrouw Met De Hermelijn,600,3,2,787.3467129629629
Vrouw Met De Hermelijn,600,4,1,825.9309027777778
Vrouw Met De Hermelijn,600,4,1,860.5487962962962
Vrouw Met De Hermelijn,600,4,1,828.6251851851853
Vrouw Met De Hermelijn,600,4,1,840.8053009259261
Vrouw Met De Hermelijn,600,4,1,858.7546296296298
Vrouw Met De Hermelijn,600,4,2,861.3246296296297
Vrouw Met De Hermelijn,600,4,2,895.0001851851853
Vrouw Met De Hermelijn,600,4,2,801.7747453703703
Vrouw Met De Hermelijn,600,4,2,810.0179861111111
Vrouw Met De Hermelijn,600,4,2,906.7679166666667
Vrouw Met De Hermelijn,600,5,1,934.5966435185184
Vrouw Met De Hermelijn,600,5,1,871.6580092592592
Vrouw Met De Hermelijn,600,5,1,928.7745601851852
Vrouw Met De Hermelijn,600,5,1,877.6334259259261
Vrouw Met De Hermelijn,600,5,1,946.472037037037
Vrouw Met De Hermelijn,600,5,2,829.9459722222223
Vrouw Met De Hermelijn,600,5,2,881.9128472222222
Vrouw Met De Hermelijn,600,5,2,860.1821527777777
Vrouw Met De Hermelijn,600,5,2,902.4281018518518
Vrouw Met De Hermelijn,600,5,2,877.3559722222222
Vrouw Met De Hermelijn,600,6,1,915.5902777777777
Vrouw Met De Hermelijn,600,6,1,945.6816666666666
Vrouw Met De Hermelijn,600,6,1,1004.8133796296297
Vrouw Met De Hermelijn,600,6,1,945.2877777777777
Vrouw Met De Hermelijn,600,6,1,819.1876388888887
Vrouw Met De Hermelijn,600,6,2,947.3195833333333
Vrouw Met De Hermelijn,600,6,2,880.2888888888889
Vrouw Met De Hermelijn,600,6,2,887.9996527777777
Vrouw Met De Hermelijn,600,6,2,787.0923379629628
Vrouw Met De Hermelijn,600,6,2,916.7501157407409
Vrouw Met De Hermelijn,900,3,1,693.7524074074074
Vrouw Met De Hermelijn,900,3,1,732.7682407407408
Vrouw Met De Hermelijn,900,3,1,715.1656944444444
Vrouw Met De Hermelijn,900,3,1,724.9728472222223
Vrouw Met De Hermelijn,900,3,1,747.722037037037
Vrouw Met De Hermelijn,900,3,2,611.5578703703702
Vrouw Met De Hermelijn,900,3,2,743.9262962962962
Vrouw Met De Hermelijn,900,3,2,741.343310185185
Vrouw Met De Hermelijn,900,3,2,664.3486342592593
Vrouw Met De Hermelijn,900,3,2,664.684699074074
Vrouw Met De Hermelijn,900,4,1,700.7192592592592
Vrouw Met De Hermelijn,900,4,1,781.9933796296298
Vrouw Met De Hermelijn,900,4,1,713.3422916666667
Vrouw Met De Hermelijn,900,4,1,764.2614351851853
Vrouw Met De Hermelijn,900,4,1,815.0574305555556
Vrouw Met De Hermelijn,900,4,2,741.0750694444445
Vrouw Met De Hermelijn,900,4,2,765.3680555555555
Vrouw Met De Hermelijn,900,4,2,751.2234953703703
Vrouw Met De Hermelijn,900,4,2,872.9450694444445
Vrouw Met De Hermelijn,900,4,2,777.4516435185185
Vrouw Met De Hermelijn,900,5,1,777.0370138888889
Vrouw Met De Hermelijn,900,5,1,777.0201388888888
Vrouw Met De Hermelijn,900,5,1,746.414537037037
Vrouw Met De Hermelijn,900,5,1,738.9164351851853
Vrouw Met De Hermelijn,900,5,1,796.0462962962962
Vrouw Met De Hermelijn,900,5,2,731.3146990740739
Vrouw Met De Hermelijn,900,5,2,837.8539814814815
Vrouw Met De Hermelijn,900,5,2,757.3913888888889
Vrouw Met De Hermelijn,900,5,2,843.3860416666665
Vrouw Met De Hermelijn,900,5,2,737.1307870370372
Vrouw Met De Hermelijn,900,6,1,839.4397453703704
Vrouw Met De Hermelijn,900,6,1,802.4140740740739
Vrouw Met De Hermelijn,900,6,1,844.6349768518518
Vrouw Met De Hermelijn,900,6,1,869.1787731481481
Vrouw Met De Hermelijn,900,6,1,941.3188657407408
Vrouw Met De Hermelijn,900,6,2,845.4501851851852
Vrouw Met De Hermelijn,900,6,2,813.1588657407408
Vrouw Met De Hermelijn,900,6,2,824.3246527777777
Vrouw Met De Hermelijn,900,6,2,806.4281018518518
Vrouw Met De Hermelijn,900,6,2,848.7619907407408
Vrouw Met De Hermelijn,1200,3,1,668.3756944444443
Vrouw Met De Hermelijn,1200,3,1,622.984814814815
Vrouw Met De Hermelijn,1200,3,1,701.8925694444445
Vrouw Met De Hermelijn,1200,3,1,662.3894212962962
Vrouw Met De Hermelijn,1200,3,1,735.9171296296297
Vrouw Met De Hermelijn,1200,3,2,639.3693518518519
Vrouw Met De Hermelijn,1200,3,2,619.4802777777778
Vrouw Met De Hermelijn,1200,3,2,655.6965046296298
Vrouw Met De Hermelijn,1200,3,2,633.3214583333332
Vrouw Met De Hermelijn,1200,3,2,598.6820601851853
Vrouw Met De Hermelijn,1200,4,1,733.1821759259259
Vrouw Met De Hermelijn,1200,4,1,647.4658796296296
Vrouw Met De Hermelijn,1200,4,1,684.664050925926
Vrouw Met De Hermelijn,1200,4,1,744.0418055555556
Vrouw Met De Hermelijn,1200,4,1,687.9433564814815
Vrouw Met De Hermelijn,1200,4,2,683.415162037037
Vrouw Met De Hermelijn,1200,4,2,828.5391898148148
Vrouw Met De Hermelijn,1200,4,2,751.8650925925926
Vrouw Met De Hermelijn,1200,4,2,684.3507870370371
Vrouw Met De Hermelijn,1200,4,2,846.4821990740741
Vrouw Met De Hermelijn,1200,5,1,712.0287731481482
Vrouw Met De Hermelijn,1200,5,1,743.8823148148148
Vrouw Met De Hermelijn,1200,5,1,803.7756481481482
Vrouw Met De Hermelijn,1200,5,1,778.0724768518518
Vrouw Met De Hermelijn,1200,5,1,757.3376851851851
Vrouw Met De Hermelijn,1200,5,2,818.9439351851853
Vrouw Met De Hermelijn,1200,5,2,785.9118981481482
Vrouw Met De Hermelijn,1200,5,2,680.6035416666666
Vrouw Met De Hermelijn,1200,5,2,740.1547685185185
Vrouw Met De Hermelijn,1200,5,2,789.6591898148148
Vrouw Met De Hermelijn,1200,6,1,864.4588888888889
Vrouw Met De Hermelijn,1200,6,1,825.6791435185187
Vrouw Met De Hermelijn,1200,6,1,808.8761111111112
Vrouw Met De Hermelijn,1200,6,1,915.5041666666667
Vrouw Met De Hermelijn,1200,6,1,734.7069675925926
Vrouw Met De Hermelijn,1200,6,2,778.9107407407408
Vrouw Met De Hermelijn,1200,6,2,881.3948148148147
Vrouw Met De Hermelijn,1200,6,2,714.6258333333334
Vrouw Met De Hermelijn,1200,6,2,781.5598611111111
Vrouw Met De Hermelijn,1200,6,2,869.4033564814815
Vrouw Met De Hermelijn,1500,3,1,641.2724305555555
Vrouw Met De Hermelijn,1500,3,1,632.5415972222222
Vrouw Met De Hermelijn,1500,3,1,704.515162037037
Vrouw Met De Hermelijn,1500,3,1,551.7391898148148
Vrouw Met De Hermelijn,1500,3,1,776.74375
Vrouw Met De Hermelijn,1500,3,2,618.7703009259259
Vrouw Met De Hermelijn,1500,3,2,597.1467824074074
Vrouw Met De Hermelijn,1500,3,2,717.2463888888889
Vrouw Met De Hermelijn,1500,3,2,669.2800231481483
Vrouw Met De Hermelijn,1500,3,2,642.3725
Vrouw Met De Hermelijn,1500,4,1,744.2366203703704
Vrouw Met De Hermelijn,1500,4,1,694.9191666666667
Vrouw Met De Hermelijn,1500,4,1,677.9302546296296
Vrouw Met De Hermelijn,1500,4,1,839.8127314814815
Vrouw Met De Hermelijn,1500,4,1,715.1949768518518
Vrouw Met De Hermelijn,1500,4,2,642.1503935185185
Vrouw Met De Hermelijn,1500,4,2,753.5125925925926
Vrouw Met De Hermelijn,1500,4,2,767.9791203703703
Vrouw Met De Hermelijn,1500,4,2,729.1586342592592
Vrouw Met De Hermelijn,1500,4,2,757.5244675925926
Vrouw Met De Hermelijn,1500,5,1,741.1370601851852
Vrouw Met De Hermelijn,1500,5,1,803.4064583333335
Vrouw Met De Hermelijn,1500,5,1,844.9356481481482
Vrouw Met De Hermelijn,1500,5,1,732.1114814814815
Vrouw Met De Hermelijn,1500,5,1,867.7060879629629
Vrouw Met De Hermelijn,1500,5,2,682.1184722222222
Vrouw Met De Hermelijn,1500,5,2,735.8053703703704
Vrouw Met De Hermelijn,1500,5,2,676.8174537037038
Vrouw Met De Hermelijn,1500,5,2,740.3384027777777
Vrouw Met De Hermelijn,1500,5,2,697.1968287037038
Vrouw Met De Hermelijn,1500,6,1,704.7735416666667
Vrouw Met De Hermelijn,1500,6,1,825.7645833333332
Vrouw Met De Hermelijn,1500,6,1,835.9853009259259
Vrouw Met De Hermelijn,1500,6,1,759.0648611111111
Vrouw Met De Hermelijn,1500,6,1,769.9303240740741
Vrouw Met De Hermelijn,1500,6,2,918.637175925926
Vrouw Met De Hermelijn,1500,6,2,834.2517592592592
Vrouw Met De Hermelijn,1500,6,2,797.5913657407408
Vrouw Met De Hermelijn,1500,6,2,826.2537037037036
Vrouw Met De Hermelijn,1500,6,2,829.1832638888889
Vrouw Met De Hermelijn,1800,3,1,636.613125
Vrouw Met De Hermelijn,1800,3,1,568.5224305555555
Vrouw Met De Hermelijn,1800,3,1,622.2909722222222
Vrouw Met De Hermelijn,1800,3,1,631.0681944444443
Vrouw Met De Hermelijn,1800,3,1,709.874560185185
Vrouw Met De Hermelijn,1800,3,2,618.4630787037038
Vrouw Met De Hermelijn,1800,3,2,724.3596759259259
Vrouw Met De Hermelijn,1800,3,2,690.0859259259261
Vrouw Met De Hermelijn,1800,3,2,653.4491898148148
Vrouw Met De Hermelijn,1800,3,2,662.2501388888887
Vrouw Met De Hermelijn,1800,4,1,697.7657407407409
Vrouw Met De Hermelijn,1800,4,1,782.893912037037
Vrouw Met De Hermelijn,1800,4,1,667.3618055555555
Vrouw Met De Hermelijn,1800,4,1,673.0930092592592
Vrouw Met De Hermelijn,1800,4,1,781.9072222222223
Vrouw Met De Hermelijn,1800,4,2,803.6639814814815
Vrouw Met De Hermelijn,1800,4,2,675.9962731481481
Vrouw Met De Hermelijn,1800,4,2,624.4183101851852
Vrouw Met De Hermelijn,1800,4,2,756.6593518518519
Vrouw Met De Hermelijn,1800,4,2,632.8360185185185
Vrouw Met De Hermelijn,1800,5,1,765.5323611111112
Vrouw Met De Hermelijn,1800,5,1,777.0309027777777
Vrouw Met De Hermelijn,1800,5,1,763.0828703703703
Vrouw Met De Hermelijn,1800,5,1,747.6937731481482
Vrouw Met De Hermelijn,1800,5,1,859.4140509259261
Vrouw Met De Hermelijn,1800,5,2,700.2075925925926
Vrouw Met De Hermelijn,1800,5,2,753.6074074074073
Vrouw Met De Hermelijn,1800,5,2,856.5528935185185
Vrouw Met De Hermelijn,1800,5,2,761.3783333333333
Vrouw Met De Hermelijn,1800,5,2,829.5923611111111
Vrouw Met De Hermelijn,1800,6,1,775.6115277777777
Vrouw Met De Hermelijn,1800,6,1,796.28125
Vrouw Met De Hermelijn,1800,6,1,858.9553009259259
Vrouw Met De Hermelijn,1800,6,1,901.6886574074074
Vrouw Met De Hermelijn,1800,6,1,681.1782175925924
Vrouw Met De Hermelijn,1800,6,2,798.1656481481482
Vrouw Met De Hermelijn,1800,6,2,804.4985648148148
Vrouw Met De Hermelijn,1800,6,2,811.2008796296296
Vrouw Met De Hermelijn,1800,6,2,877.1521296296297
Vrouw Met De Hermelijn,1800,6,2,788.3078703703702
Bach,60,3,1,1341.1875925925924
Bach,60,3,1,1362.0167129629629
Bach,60,3,1,1541.0414814814817
Bach,60,3,2,1296.511574074074
Bach,60,3,1,1274.7591666666667
Bach,60,3,1,1404.6015972222224
Bach,60,3,2,1354.2069212962965
Bach,60,3,2,1309.6619444444443
Bach,60,4,1,1256.6969212962965
Bach,60,3,2,1392.899791666667
Bach,60,4,1,1350.759050925926
Bach,60,4,1,1262.3949768518519
Bach,60,3,2,1472.4937037037037
Bach,60,4,2,1573.807638888889
Bach,60,4,2,1327.0961805555555
Bach,60,4,1,1291.1074305555555
Bach,60,4,2,1456.8524537037035
Bach,60,4,1,1388.6581481481485
Bach,60,5,1,1375.1281481481478
Bach,60,5,1,1491.464537037037
Bach,60,4,2,1360.8565740740742
Bach,60,5,1,1361.2615277777775
Bach,60,4,2,1377.2105555555554
Bach,60,5,2,1327.4107407407407
Bach,60,5,1,1392.5311805555555
Bach,60,5,2,1325.8624305555556
Bach,60,5,2,1281.3699074074075
Bach,60,5,1,1312.0984953703705
Bach,60,6,1,1441.9310185185184
Bach,60,6,1,1776.9331018518521
Bach,60,5,2,1581.9123148148149
Bach,60,6,1,1734.4587962962964
Bach,60,5,2,1548.2728935185185
Bach,60,6,2,1604.0262037037037
Bach,60,6,2,1390.0040277777778
Bach,60,6,1,1391.962152777778
Bach,60,6,2,1476.6861342592592
Bach,60,6,1,1411.1092361111112
Bach,60,6,2,1483.7036805555554
Bach,60,6,2,1454.992083333333
Bach,120,3,1,898.7021064814815
Bach,120,3,1,884.9421990740741
Bach,120,3,1,939.4830324074073
Bach,120,3,1,846.87
Bach,120,3,2,964.5116203703703
Bach,120,3,2,956.0421064814816
Bach,120,3,1,914.430162037037
Bach,120,3,2,953.704375
Bach,120,3,2,869.1539583333333
Bach,120,4,1,981.3258564814817
Bach,120,4,1,933.1481712962964
Bach,120,3,2,965.2941666666667
Bach,120,4,1,952.9759490740739
Bach,120,4,1,980.3017361111113
Bach,120,4,2,983.3987268518518
Bach,120,4,2,1010.9048379629628
Bach,120,4,1,936.9785879629628
Bach,120,4,2,949.4243518518518
Bach,120,4,2,916.6957175925926
Bach,120,5,1,1013.5178935185183
Bach,120,5,1,1046.009675925926
Bach,120,4,2,1006.0317361111113
Bach,120,5,1,1019.5366203703703
Bach,120,5,1,1007.8339583333334
Bach,120,5,2,992.8790046296297
Bach,120,5,2,1014.1288194444444
Bach,120,5,1,1026.9345601851849
Bach,120,5,2,956.1290972222223
Bach,120,5,2,1025.1467592592592
Bach,120,6,1,1050.902199074074
Bach,120,6,1,1079.14875
Bach,120,5,2,1027.4051851851852
Bach,120,6,1,1109.8367824074073
Bach,120,6,1,1047.334074074074
Bach,120,6,2,1049.6055092592592
Bach,120,6,1,977.56875
Bach,120,6,2,1082.2827777777775
Bach,120,6,2,1066.6862037037038
Bach,120,6,2,972.8615972222225
Bach,120,6,2,1032.0195601851854
Bach,180,3,1,723.9730787037038
Bach,180,3,1,767.3404166666667
Bach,180,3,1,723.8585648148147
Bach,180,3,1,765.848125
Bach,180,3,1,731.6197916666665
Bach,180,3,2,783.9927083333333
Bach,180,3,2,787.1572685185185
Bach,180,3,2,791.8104629629629
Bach,180,3,2,749.6335185185185
Bach,180,3,2,737.0432870370372
Bach,180,4,1,792.2774305555556
Bach,180,4,1,750.3672685185185
Bach,180,4,1,830.1791203703704
Bach,180,4,1,800.2345601851853
Bach,180,4,1,805.9063194444444
Bach,180,4,2,782.4941435185185
Bach,180,4,2,856.5715972222223
Bach,180,4,2,747.5377083333333
Bach,180,4,2,756.225462962963
Bach,180,4,2,858.2825462962962
Bach,180,5,1,817.5794907407408
Bach,180,5,1,828.8607175925927
Bach,180,5,1,806.7973611111112
Bach,180,5,1,817.7620601851852
Bach,180,5,1,834.2939583333333
Bach,180,5,2,783.9302777777777
Bach,180,5,2,783.1214814814815
Bach,180,5,2,757.3671527777777
Bach,180,5,2,787.1950694444445
Bach,180,5,2,818.9030092592592
Bach,180,6,1,869.4350231481482
Bach,180,6,1,839.8006712962963
Bach,180,6,1,826.0901620370372
Bach,180,6,1,902.5848148148148
Bach,180,6,2,798.5111805555556
Bach,180,6,1,822.6778703703702
Bach,180,6,2,785.7169212962963
Bach,180,6,2,874.3854398148147
Bach,180,6,2,814.2269675925926
Bach,180,6,2,904.8444212962963
Bach,240,3,1,684.9084259259259
Bach,240,3,1,671.95
Bach,240,3,1,688.0972916666667
Bach,240,3,1,675.5198611111111
Bach,240,3,1,619.2917592592593
Bach,240,3,2,667.4736342592593
Bach,240,3,2,682.6610416666666
Bach,240,3,2,644.596087962963
Bach,240,3,2,630.3108101851852
Bach,240,3,2,694.5158101851853
Bach,240,4,1,727.5838425925926
Bach,240,4,1,647.4761574074074
Bach,240,4,1,658.5255092592593
Bach,240,4,1,717.3348611111112
Bach,240,4,1,688.5549305555555
Bach,240,4,2,649.3677777777777
Bach,240,4,2,663.0220370370371
Bach,240,4,2,678.9779629629629
Bach,240,4,2,789.9278935185185
Bach,240,4,2,661.0889351851853
Bach,240,5,1,734.8443518518518
Bach,240,5,1,735.5532638888889
Bach,240,5,1,712.8013888888888
Bach,240,5,1,766.4250462962963
Bach,240,5,1,733.0907175925926
Bach,240,5,2,773.0100694444444
Bach,240,5,2,708.987037037037
Bach,240,5,2,702.073587962963
Bach,240,5,2,743.1057870370372
Bach,240,5,2,664.9548611111112
Bach,240,6,1,729.9734027777777
Bach,240,6,1,752.2885185185187
Bach,240,6,1,688.0659259259261
Bach,240,6,1,771.9178935185187
Bach,240,6,1,759.731875
Bach,240,6,2,731.65375
Bach,240,6,2,727.9542361111112
Bach,240,6,2,723.1663194444444
Bach,240,6,2,738.9105324074076
Bach,240,6,2,676.1771527777778
Bach,300,3,1,574.0301620370369
Bach,300,3,1,624.3356481481483
Bach,300,3,1,618.9287962962962
Bach,300,3,1,643.3622453703704
Bach,300,3,1,597.4509027777777
Bach,300,3,2,625.1764351851851
Bach,300,3,2,620.0524768518519
Bach,300,3,2,603.9568518518519
Bach,300,3,2,627.2449074074074
Bach,300,3,2,607.5664351851852
Bach,300,4,1,634.3529166666667
Bach,300,4,1,641.8674768518517
Bach,300,4,1,603.4789351851853
Bach,300,4,1,674.0791666666668
Bach,300,4,1,629.2983101851852
Bach,300,4,2,630.4042824074073
Bach,300,4,2,612.8426157407407
Bach,300,4,2,589.5768287037038
Bach,300,4,2,656.9362731481483
Bach,300,4,2,684.8693518518519
Bach,300,5,1,645.3497222222222
Bach,300,5,1,637.7316898148148
Bach,300,5,1,647.4487962962962
Bach,300,5,1,609.5638425925927
Bach,300,5,1,686.9166666666666
Bach,300,5,2,686.507962962963
Bach,300,5,2,686.6764583333334
Bach,300,5,2,655.0193981481483
Bach,300,5,2,652.9830324074073
Bach,300,5,2,632.2372222222222
Bach,300,6,1,827.4346527777777
Bach,300,6,1,650.6160416666668
Bach,300,6,1,672.9729398148147
Bach,300,6,1,707.2952546296298
Bach,300,6,1,682.5260879629631
Bach,300,6,2,654.2794907407407
Bach,300,6,2,664.4580787037038
Bach,300,6,2,693.6132638888888
Bach,300,6,2,673.8060648148147
Bach,300,6,2,676.430925925926
Bach,600,3,1,440.30224537037043
Bach,600,3,1,478.9609027777778
Bach,600,3,1,451.9594907407408
Bach,600,3,1,455.67275462962965
Bach,600,3,1,446.3774537037037
Bach,600,3,2,460.5975694444445
Bach,600,3,2,490.6458796296296
Bach,600,3,2,459.9504398148149
Bach,600,3,2,435.53574074074066
Bach,600,3,2,458.7500231481482
Bach,600,4,1,462.0160185185186
Bach,600,4,1,456.23305555555567
Bach,600,4,1,490.8146990740741
Bach,600,4,1,512.6261574074074
Bach,600,4,1,489.48828703703697
Bach,600,4,2,463.4961342592592
Bach,600,4,2,458.9343055555556
Bach,600,4,2,505.4461111111111
Bach,600,4,2,472.68682870370367
Bach,600,4,2,486.9370138888888
Bach,600,5,1,501.0215277777778
Bach,600,5,1,488.7223611111111
Bach,600,5,1,545.3656712962963
Bach,600,5,1,492.408287037037
Bach,600,5,1,499.15703703703696
Bach,600,5,2,537.934699074074
Bach,600,5,2,451.22791666666666
Bach,600,5,2,457.9024537037037
Bach,600,5,2,466.4855787037037
Bach,600,5,2,509.64569444444436
Bach,600,6,1,516.7408101851852
Bach,600,6,1,559.6437962962963
Bach,600,6,1,496.9541898148148
Bach,600,6,1,526.9402314814814
Bach,600,6,1,519.0283796296296
Bach,600,6,2,516.1972453703704
Bach,600,6,2,502.61194444444436
Bach,600,6,2,519.3675462962963
Bach,600,6,2,516.2181018518519
Bach,600,6,2,512.6781712962963
Bach,900,3,1,395.42775462962965
Bach,900,3,1,416.7828240740741
Bach,900,3,1,387.2971296296296
Bach,900,3,1,399.6288657407408
Bach,900,3,1,412.07421296296303
Bach,900,3,2,405.9628935185185
Bach,900,3,2,381.50210648148146
Bach,900,3,2,421.91666666666674
Bach,900,3,2,392.42701388888884
Bach,900,3,2,371.32333333333327
Bach,900,4,1,399.8797685185185
Bach,900,4,1,400.8313194444444
Bach,900,4,1,432.61951388888883
Bach,900,4,1,419.2629629629629
Bach,900,4,1,393.88803240740737
Bach,900,4,2,408.87988425925926
Bach,900,4,2,413.91483796296296
Bach,900,4,2,417.7752777777778
Bach,900,4,2,435.6876157407408
Bach,900,4,2,402.07481481481483
Bach,900,5,1,412.85189814814817
Bach,900,5,1,436.2419212962963
Bach,900,5,1,431.9489351851852
Bach,900,5,1,467.55518518518517
Bach,900,5,1,427.729976851852
Bach,900,5,2,439.9771527777778
Bach,900,5,2,439.9719444444444
Bach,900,5,2,393.792476851852
Bach,900,5,2,414.03479166666665
Bach,900,5,2,463.60648148148147
Bach,900,6,1,447.3053935185186
Bach,900,6,1,473.73194444444437
Bach,900,6,1,494.2557407407408
Bach,900,6,1,454.298912037037
Bach,900,6,1,442.7883796296296
Bach,900,6,2,465.0937731481482
Bach,900,6,2,494.6605555555557
Bach,900,6,2,467.7527777777778
Bach,900,6,2,435.89983796296303
Bach,900,6,2,434.78791666666666
Bach,1200,3,1,342.32416666666666
Bach,1200,3,1,347.7814814814815
Bach,1200,3,1,361.97673611111117
Bach,1200,3,1,406.2096064814815
Bach,1200,3,1,394.91675925925927
Bach,1200,3,2,389.9500462962963
Bach,1200,3,2,375.43268518518516
Bach,1200,3,2,389.3997453703704
Bach,1200,3,2,380.08863425925927
Bach,1200,3,2,368.33625
Bach,1200,4,1,401.1163194444445
Bach,1200,4,1,394.9925
Bach,1200,4,1,396.5556481481481
Bach,1200,4,1,382.84763888888887
Bach,1200,4,1,417.9621759259259
Bach,1200,4,2,376.25930555555567
Bach,1200,4,2,399.66798611111113
Bach,1200,4,2,377.5063657407408
Bach,1200,4,2,409.27483796296303
Bach,1200,4,2,372.6828703703704
Bach,1200,5,1,394.4434722222222
Bach,1200,5,1,393.36951388888883
Bach,1200,5,1,435.38229166666673
Bach,1200,5,1,423.322037037037
Bach,1200,5,1,413.84625
Bach,1200,5,2,401.80233796296295
Bach,1200,5,2,404.24490740740737
Bach,1200,5,2,386.3234490740741
Bach,1200,5,2,399.6968981481482
Bach,1200,5,2,450.07622685185197
Bach,1200,6,1,421.8463657407408
Bach,1200,6,1,404.4059027777778
Bach,1200,6,1,412.09550925925925
Bach,1200,6,1,403.94333333333327
Bach,1200,6,1,436.3540740740741
Bach,1200,6,2,452.68
Bach,1200,6,2,454.1478240740741
Bach,1200,6,2,452.45421296296297
Bach,1200,6,2,436.84962962962965
Bach,1200,6,2,403.77053240740736
Dali,60,3,1,3589.399560185185
Dali,60,3,1,3628.847199074074
Dali,60,3,1,3525.8921527777775
Dali,60,3,2,3764.794305555556
Dali,60,3,1,3431.4019907407405
Dali,60,3,1,3989.268217592593
Dali,60,3,2,3655.4102083333332
Dali,60,3,2,3724.818333333333
Dali,60,4,1,3441.065138888889
Dali,60,3,2,3511.5587962962964
Dali,60,3,2,3658.168356481481
Dali,60,4,1,3612.098912037037
Dali,60,4,1,3869.567731481481
Dali,60,4,2,3599.1325462962964
Dali,60,4,1,3859.607361111111
Dali,60,4,1,3561.8948842592595
Dali,60,4,2,3353.074143518519
Dali,60,4,2,3369.6941203703705
Dali,60,5,1,3688.8558796296297
Dali,60,4,2,3386.886388888889
Dali,60,4,2,3523.2027083333332
Dali,60,5,1,3640.3778472222225
Dali,60,5,1,3506.967800925926
Dali,60,5,2,3736.297847222222
Dali,60,5,1,3545.516712962963
Dali,60,5,1,3709.973611111111
Dali,60,5,2,3402.5859953703707
Dali,60,5,2,3675.860416666667
Dali,60,6,1,3780.7391203703705
Dali,60,5,2,3485.870555555556
Dali,60,5,2,3798.5395138888894
Dali,60,6,1,3718.386875
Dali,60,6,1,3837.603032407407
Dali,60,6,2,3771.820625
Dali,60,6,1,3731.596550925926
Dali,60,6,1,3656.7903703703705
Dali,60,6,2,3958.561435185185
Dali,60,6,2,4062.804537037037
Dali,60,6,2,3893.7332638888893
Dali,60,6,2,3632.299513888889
Dali,120,3,1,2815.7599305555555
Dali,120,3,1,2614.072476851852
Dali,120,3,1,2615.400810185185
Dali,120,3,1,2916.481435185185
Dali,120,3,1,2684.2350694444444
Dali,120,3,2,2845.799259259259
Dali,120,3,2,2597.5866203703704
Dali,120,3,2,2504.745347222223
Dali,120,3,2,2657.846087962963
Dali,120,3,2,2764.010115740741
Dali,120,4,1,2795.5892129629633
Dali,120,4,1,2899.9293518518516
Dali,120,4,1,2747.841504629629
